n_paired,n_unpaired,n_total,n_models,n_queries,seed,method,mae,c
8,8,16,95,678,4,dkps,0.024689780327539917,
8,8,16,95,678,4,pkps,0.02468963652965876,0.05
8,8,16,95,678,4,ens,0.0216495506839404,
8,8,16,95,678,5,sample,0.031311775258067255,
8,8,16,95,678,5,dkps,0.02505126852382975,
8,8,16,95,678,5,pkps,0.02449602232676115,0.1
8,8,16,95,678,5,ens,0.021690569785412984,
8,8,16,95,678,6,sample,0.04028880850404701,
8,8,16,95,678,6,dkps,0.030070447025391637,
8,8,16,95,678,6,pkps,0.030070447025392032,0.02
8,8,16,95,678,6,ens,0.026825407409780195,
8,8,16,95,678,7,sample,0.03943680304830364,
8,8,16,95,678,7,dkps,0.022495212028834446,
8,8,16,95,678,7,pkps,0.022495212029090238,0.02
8,8,16,95,678,7,ens,0.019421557932598265,
8,8,16,95,678,8,sample,0.049261988922599025,
8,8,16,95,678,8,dkps,0.023583942071602672,
8,8,16,95,678,8,pkps,0.022999335009748087,0.1
8,8,16,95,678,8,ens,0.02118030616767186,
8,8,16,95,678,9,sample,0.03483141848625598,
8,8,16,95,678,9,dkps,0.02092311505766169,
8,8,16,95,678,9,pkps,0.02020192833964555,0.09999999999999999
8,8,16,95,678,9,ens,0.016523573070105792,
8,8,16,95,678,10,sample,0.03915239389222764,
8,8,16,95,678,10,dkps,0.022129218127614408,
8,8,16,95,678,10,pkps,0.02212489051503858,0.049999999999999996
8,8,16,95,678,10,ens,0.018269088892193724,
8,8,16,95,678,11,sample,0.03097603628518644,
8,8,16,95,678,11,dkps,0.024837253140415346,
8,8,16,95,678,11,pkps,0.024837253138140874,0.02
8,8,16,95,678,11,ens,0.01991400423483843,
8,8,16,95,678,12,sample,0.046707249661404104,
8,8,16,95,678,12,dkps,0.023086696464615596,
8,8,16,95,678,12,pkps,0.023000489005766206,0.09999999999999999
8,8,16,95,678,12,ens,0.02094740737736162,
8,8,16,95,678,13,sample,0.05114313228374944,
8,8,16,95,678,13,dkps,0.020486850816369757,
8,8,16,95,678,13,pkps,0.02046207017557448,0.05
8,8,16,95,678,13,ens,0.01906670476097386,
8,8,16,95,678,14,sample,0.03585915054949682,
8,8,16,95,678,14,dkps,0.021667342548341045,
8,8,16,95,678,14,pkps,0.02086953388170511,0.1
8,8,16,95,678,14,ens,0.016755397818411295,
8,8,16,95,678,15,sample,0.027699195627925555,
8,8,16,95,678,15,dkps,0.028355179314711987,
8,8,16,95,678,15,pkps,0.028355179286107608,0.02
8,8,16,95,678,15,ens,0.022471802869883855,
8,8,16,95,678,16,sample,0.03015911961546283,
8,8,16,95,678,16,dkps,0.028167463810098648,
8,8,16,95,678,16,pkps,0.02763160035740996,0.1
8,8,16,95,678,16,ens,0.02274038895438928,
8,8,16,95,678,17,sample,0.0415228467106994,
8,8,16,95,678,17,dkps,0.020357432950279017,
8,8,16,95,678,17,pkps,0.020351917394970012,0.1
8,8,16,95,678,17,ens,0.019042109824781175,
8,8,16,95,678,18,sample,0.046903124365220275,
8,8,16,95,678,18,dkps,0.02260593039883509,
8,8,16,95,678,18,pkps,0.022544751765163247,0.2
8,8,16,95,678,18,ens,0.020641011050763585,
8,8,16,95,678,19,sample,0.06622179674058044,
8,8,16,95,678,19,dkps,0.030526238062215123,
8,8,16,95,678,19,pkps,0.030526238062195562,0.02
8,8,16,95,678,19,ens,0.029017790428833415,
